SEI10,ID,AGE,INCOME16,EDUC,RACE,Black,White,Other,Male,Female,Urban,Fulltime,Parttime,NotWorking,Unemployed,KeepingHouse,Retired,AtSchool
68.6,1362,41,22,17,1,0,1,0,1,0,0,1,0,0,0,0,0,0
18.6,1363,57,10,10,2,1,0,0,1,0,1,1,0,0,0,0,0,0
20.9,1364,49,20,14,2,1,0,0,1,0,1,1,0,0,0,0,0,0
73.2,1367,81,13,11,3,0,0,1,0,1,1,0,0,0,0,0,1,0
22.9,1368,87,13,13,1,0,1,0,0,1,1,0,0,0,0,0,1,0
54.3,1369,59,16,18,1,0,1,0,1,0,1,0,0,0,0,0,1,0
57,1370,52,16,16,2,1,0,0,1,0,1,0,0,0,1,0,0,0
24.6,1371,58,15,13,2,1,0,0,0,1,1,1,0,0,0,0,0,0
23.3,1372,30,13,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
62.9,1373,26,15,18,1,0,1,0,0,1,1,1,0,0,0,0,0,0
23.8,1374,20,21,15,1,0,1,0,1,0,1,0,0,0,0,0,0,1
39.7,1375,20,15,14,1,0,1,0,1,0,1,0,0,0,0,0,0,1
25.7,1377,25,10,17,1,0,1,0,0,1,1,1,0,0,0,0,0,0
21.6,1378,20,2,14,1,0,1,0,1,0,1,0,1,0,0,0,0,0
84.5,1379,31,9,18,1,0,1,0,1,0,1,0,1,0,0,0,0,0
19.6,1381,19,10,14,1,0,1,0,0,1,1,0,1,0,0,0,0,0
19.6,1382,30,4,15,1,0,1,0,1,0,1,0,0,0,0,0,0,1
77.4,1385,53,26,17,1,0,1,0,1,0,1,1,0,0,0,0,0,0
37.6,1386,19,22,14,1,0,1,0,0,1,1,0,1,0,0,0,0,0
84.2,1387,40,20,17,1,0,1,0,0,1,1,1,0,0,0,0,0,0
65.6,1388,52,20,13,1,0,1,0,0,1,1,1,0,0,0,0,0,0
46.5,1389,47,19,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
45.1,1391,54,21,13,1,0,1,0,0,1,1,1,0,0,0,0,0,0
37.6,1392,47,14,15,1,0,1,0,0,1,1,0,0,0,0,1,0,0
80.9,1393,67,20,19,1,0,1,0,0,1,1,0,0,0,0,1,0,0
80.9,1394,57,13,21,1,0,1,0,1,0,1,0,0,1,0,0,0,0
73.1,1395,89,20,14,1,0,1,0,1,0,1,0,0,0,0,0,1,0
52,1396,51,18,16,3,0,0,1,0,1,1,0,0,0,0,0,1,0
23.3,1397,32,17,14,1,0,1,0,0,1,1,0,1,0,0,0,0,0
25.7,1398,22,10,14,1,0,1,0,0,1,1,0,1,0,0,0,0,0
25.2,1399,42,1,13,1,0,1,0,1,0,1,0,1,0,0,0,0,0
29.5,1401,54,8,17,1,0,1,0,1,0,1,1,0,0,0,0,0,0
37.6,1402,24,15,16,2,1,0,0,0,1,1,0,1,0,0,0,0,0
37.6,1403,25,18,15,1,0,1,0,0,1,1,1,0,0,0,0,0,0
67.8,1404,44,6,13,2,1,0,0,0,1,1,0,0,0,0,1,0,0
27.6,1405,25,11,15,1,0,1,0,1,0,1,1,0,0,0,0,0,0
36.4,1406,24,24,16,1,0,1,0,1,0,1,1,0,0,0,0,0,0
67.7,1407,78,21,13,1,0,1,0,0,1,1,0,0,0,0,0,1,0
38.8,1408,23,13,13,1,0,1,0,0,1,1,1,0,0,0,0,0,0
23,1409,38,18,7,1,0,1,0,1,0,0,1,0,0,0,0,0,0
38.1,1410,57,19,9,1,0,1,0,1,0,0,1,0,0,0,0,0,0
25,1412,69,16,13,1,0,1,0,1,0,0,0,0,0,0,0,1,0
12.6,1413,77,8,10,2,1,0,0,0,1,0,0,0,0,0,0,1,0
32.6,1414,85,19,13,1,0,1,0,0,1,0,0,0,0,0,0,1,0
69.4,1415,25,24,14,1,0,1,0,1,0,0,1,0,0,0,0,0,0
65.1,1416,62,26,15,1,0,1,0,1,0,0,0,0,0,0,0,1,0
52,1418,71,26,12,1,0,1,0,0,1,0,0,0,0,0,0,1,0
52,1419,54,26,17,1,0,1,0,0,1,0,1,0,0,0,0,0,0
45.4,1420,74,22,13,1,0,1,0,1,0,0,0,0,0,0,0,1,0
57.5,1421,37,22,20,1,0,1,0,1,0,0,1,0,0,0,0,0,0
58.1,1422,80,21,15,1,0,1,0,1,0,0,0,0,0,0,0,1,0
25,1423,74,13,9,1,0,1,0,1,0,0,0,0,0,0,0,1,0
49.4,1424,37,22,13,1,0,1,0,0,1,0,1,0,0,0,0,0,0
62.1,1425,33,21,16,1,0,1,0,0,1,0,1,0,0,0,0,0,0
31.2,1427,74,16,13,1,0,1,0,1,0,0,0,0,0,0,0,1,0
62.9,1428,83,17,17,3,0,0,1,0,1,0,0,0,0,0,0,1,0
20.1,1429,40,2,16,1,0,1,0,0,1,0,0,1,0,0,0,0,0
88.7,1430,57,22,21,1,0,1,0,0,1,0,1,0,0,0,0,0,0
77.7,1431,50,19,14,1,0,1,0,1,0,1,1,0,0,0,0,0,0
27,1432,31,20,15,1,0,1,0,1,0,1,1,0,0,0,0,0,0
84,1433,36,22,19,1,0,1,0,1,0,1,1,0,0,0,0,0,0
43,1434,83,19,10,1,0,1,0,1,0,1,1,0,0,0,0,0,0
68.6,1435,58,20,2,1,0,1,0,1,0,1,1,0,0,0,0,0,0
32.6,1436,29,16,14,1,0,1,0,1,0,1,1,0,0,0,0,0,0
46.6,1437,50,22,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
70.5,1438,64,20,19,1,0,1,0,1,0,0,0,0,0,0,0,1,0
84.2,1439,43,24,17,1,0,1,0,1,0,0,1,0,0,0,0,0,0
71.6,1440,54,26,19,1,0,1,0,1,0,0,1,0,0,0,0,0,0
82.5,1441,72,21,18,1,0,1,0,1,0,0,0,0,0,0,0,1,0
80.9,1442,31,23,17,1,0,1,0,0,1,0,0,0,1,0,0,0,0
62.4,1443,30,21,17,1,0,1,0,1,0,0,1,0,0,0,0,0,0
38.3,1446,56,21,13,1,0,1,0,0,1,0,1,0,0,0,0,0,0
52,1447,29,22,15,1,0,1,0,0,1,0,0,1,0,0,0,0,0
59.1,1450,61,9,13,1,0,1,0,1,0,0,0,0,0,1,0,0,0
46,1451,53,22,13,1,0,1,0,1,0,0,1,0,0,0,0,0,0
68.6,1452,61,23,17,1,0,1,0,0,1,0,0,0,0,0,1,0,0
26.5,1453,52,22,15,1,0,1,0,0,1,0,1,0,0,0,0,0,0
28.3,1454,37,20,14,3,0,0,1,1,0,0,1,0,0,0,0,0,0
37.2,1455,24,21,13,1,0,1,0,0,1,0,1,0,0,0,0,0,0
53.7,1456,50,21,18,1,0,1,0,0,1,0,0,0,0,0,1,0,0
67.8,1457,28,19,13,1,0,1,0,0,1,0,1,0,0,0,0,0,0
83.8,1459,36,18,13,1,0,1,0,1,0,0,1,0,0,0,0,0,0
63.7,1460,24,13,17,1,0,1,0,1,0,1,1,0,0,0,0,0,0
39.7,1461,63,15,14,3,0,0,1,0,1,1,1,0,0,0,0,0,0
25,1462,22,9,16,1,0,1,0,1,0,1,1,0,0,0,0,0,0
35.8,1463,20,5,14,1,0,1,0,1,0,1,0,1,0,0,0,0,0
41.1,1464,31,9,12,1,0,1,0,0,1,1,1,0,0,0,0,0,0
24.2,1465,31,13,13,2,1,0,0,0,1,1,1,0,0,0,0,0,0
69.4,1466,74,16,15,1,0,1,0,1,0,0,0,0,0,0,0,1,0
38.1,1467,83,8,12,1,0,1,0,0,1,0,0,0,0,0,0,1,0
86.5,1468,61,24,19,1,0,1,0,1,0,0,1,0,0,0,0,0,0
39.7,1469,22,12,15,1,0,1,0,1,0,0,1,0,0,0,0,0,0
26.1,1470,63,18,15,1,0,1,0,0,1,0,0,1,0,0,0,0,0
38.1,1471,46,21,13,1,0,1,0,1,0,0,1,0,0,0,0,0,0
80.9,1472,83,20,21,1,0,1,0,0,1,0,0,0,0,0,0,1,0
38.8,1473,38,26,17,1,0,1,0,0,1,0,0,0,0,0,1,0,0
43,1474,80,22,15,1,0,1,0,1,0,0,0,0,0,0,0,1,0
38.8,1475,58,26,14,1,0,1,0,0,1,0,0,0,0,0,0,1,0
21.6,1476,52,13,13,1,0,1,0,0,1,0,0,1,0,0,0,0,0
45.3,1477,31,20,13,1,0,1,0,0,1,0,0,0,0,0,1,0,0
63.2,1478,34,24,16,1,0,1,0,1,0,0,1,0,0,0,0,0,0
28.6,1479,31,20,13,1,0,1,0,0,1,0,0,0,0,0,1,0,0
62.1,1481,57,20,17,1,0,1,0,0,1,0,1,0,0,0,0,0,0
20.7,1482,45,23,15,1,0,1,0,1,0,0,1,0,0,0,0,0,0
31.2,1483,60,21,10,1,0,1,0,1,0,0,1,0,0,0,0,0,0
24.6,1484,67,14,12,1,0,1,0,0,1,0,0,1,0,0,0,0,0
20.7,1485,63,15,13,2,1,0,0,1,0,0,0,1,0,0,0,0,0
53.7,1486,50,17,21,3,0,0,1,1,0,0,1,0,0,0,0,0,0
45.4,1487,29,19,12,3,0,0,1,1,0,0,1,0,0,0,0,0,0
43.5,1489,59,22,13,1,0,1,0,1,0,0,1,0,0,0,0,0,0
82.5,1490,38,24,20,1,0,1,0,0,1,0,1,0,0,0,0,0,0
57.8,1491,32,20,17,1,0,1,0,0,1,1,1,0,0,0,0,0,0
71.8,1492,32,19,15,3,0,0,1,1,0,1,0,0,0,0,1,0,0
63.7,1493,48,18,15,1,0,1,0,1,0,1,1,0,0,0,0,0,0
23.3,1494,64,18,14,1,0,1,0,0,1,1,1,0,0,0,0,0,0
78.3,1495,30,20,17,1,0,1,0,0,1,1,1,0,0,0,0,0,0
33.4,1496,25,9,16,2,1,0,0,0,1,1,1,0,0,0,0,0,0
37.6,1497,48,14,13,2,1,0,0,0,1,1,1,0,0,0,0,0,0
12.4,1498,29,15,7,1,0,1,0,0,1,1,0,0,0,0,1,0,0
86.6,1499,23,1,18,1,0,1,0,1,0,1,1,0,0,0,0,0,0
57.5,1500,44,20,15,1,0,1,0,1,0,1,1,0,0,0,0,0,0
87.9,1501,55,23,19,2,1,0,0,0,1,1,1,0,0,0,0,0,0
61.4,1502,25,18,17,1,0,1,0,1,0,1,1,0,0,0,0,0,0
92,1503,59,24,18,1,0,1,0,1,0,1,1,0,0,0,0,0,0
78.3,1504,60,24,18,2,1,0,0,1,0,1,1,0,0,0,0,0,0
37.6,1505,53,23,18,1,0,1,0,0,1,1,0,1,0,0,0,0,0
46.6,1509,70,16,13,1,0,1,0,0,1,1,0,0,0,0,0,1,0
75.5,1510,50,19,17,1,0,1,0,0,1,1,1,0,0,0,0,0,0
80.9,1511,79,19,17,1,0,1,0,0,1,1,0,0,0,0,0,1,0
34.7,1514,61,12,17,1,0,1,0,1,0,0,0,0,0,0,0,1,0
21.6,1515,23,16,13,1,0,1,0,0,1,0,0,0,0,0,0,0,1
19.6,1516,21,24,15,1,0,1,0,0,1,0,0,1,0,0,0,0,0
39.7,1517,29,22,16,1,0,1,0,0,1,0,0,0,0,0,0,0,1
32.6,1518,80,10,13,1,0,1,0,0,1,0,0,0,0,0,0,1,0
13.6,1519,25,17,16,1,0,1,0,0,1,0,1,0,0,0,0,0,0
38.8,1521,68,22,14,1,0,1,0,0,1,0,0,0,0,0,0,1,0
31,1522,55,13,13,1,0,1,0,1,0,0,0,0,0,0,1,0,0
75.5,1523,47,23,17,1,0,1,0,1,0,0,1,0,0,0,0,0,0
58.4,1524,64,15,15,1,0,1,0,1,0,0,0,0,0,0,0,1,0
13.6,1525,73,9,9,1,0,1,0,0,1,0,0,0,0,0,0,1,0
32.6,1526,80,10,13,1,0,1,0,0,1,0,0,0,0,0,0,1,0
30.9,1527,57,8,17,1,0,1,0,0,1,0,0,0,0,1,0,0,0
36.9,1528,55,10,17,1,0,1,0,0,1,0,0,0,0,0,1,0,0
52,1529,86,14,13,1,0,1,0,0,1,0,0,0,0,0,0,1,0
82.5,1530,47,20,21,1,0,1,0,1,0,0,1,0,0,0,0,0,0
78.3,1531,52,26,19,1,0,1,0,1,0,0,1,0,0,0,0,0,0
52,1532,61,10,15,1,0,1,0,0,1,0,0,0,0,0,0,1,0
25.7,1533,34,21,21,1,0,1,0,1,0,0,1,0,0,0,0,0,0
12.6,1535,69,18,13,1,0,1,0,0,1,0,0,0,1,0,0,0,0
84.5,1536,53,20,19,1,0,1,0,1,0,0,1,0,0,0,0,0,0
91.1,1537,64,17,20,1,0,1,0,0,1,0,1,0,0,0,0,0,0
88.6,1538,68,26,17,1,0,1,0,1,0,1,1,0,0,0,0,0,0
41.8,1539,66,13,15,1,0,1,0,0,1,1,0,0,0,0,0,1,0
43,1540,43,12,14,2,1,0,0,1,0,1,0,0,0,1,0,0,0
23.3,1541,21,17,12,1,0,1,0,0,1,1,1,0,0,0,0,0,0
24.2,1542,60,20,14,1,0,1,0,0,1,1,0,1,0,0,0,0,0
38.8,1543,46,10,13,1,0,1,0,0,1,1,0,0,0,0,1,0,0
13.6,1544,23,6,16,1,0,1,0,1,0,1,0,0,0,0,0,0,1
25.2,1545,33,14,9,1,0,1,0,1,0,1,0,1,0,0,0,0,0
80.9,1546,66,20,19,1,0,1,0,1,0,1,0,0,0,0,0,1,0
12.6,1547,43,9,12,3,0,0,1,0,1,1,0,1,0,0,0,0,0
10.6,1548,40,1,13,3,0,0,1,0,1,1,0,1,0,0,0,0,0
71.8,1549,59,21,17,1,0,1,0,0,1,1,1,0,0,0,0,0,0
52,1550,66,10,13,1,0,1,0,1,0,1,0,0,0,0,0,1,0
91.1,1551,42,9,18,3,0,0,1,0,1,1,0,0,0,0,1,0,0
78.3,1552,54,25,17,1,0,1,0,1,0,1,1,0,0,0,0,0,0
23.8,1553,24,10,15,1,0,1,0,1,0,1,1,0,0,0,0,0,0
56.8,1554,36,3,15,1,0,1,0,0,1,1,1,0,0,0,0,0,0
25,1555,52,17,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
44.5,1556,26,17,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
39.7,1557,64,11,13,1,0,1,0,0,1,1,0,1,0,0,0,0,0
77.4,1558,77,19,13,1,0,1,0,1,0,1,0,0,0,0,0,1,0
37.6,1560,58,20,17,1,0,1,0,1,0,1,1,0,0,0,0,0,0
32.6,1562,68,14,17,1,0,1,0,1,0,1,0,1,0,0,0,0,0
38.3,1563,89,12,13,1,0,1,0,0,1,1,0,0,0,0,0,1,0
24.2,1564,20,24,14,1,0,1,0,0,1,1,0,0,1,0,0,0,0
46,1565,63,20,13,1,0,1,0,0,1,1,1,0,0,0,0,0,0
76.3,1566,57,9,15,1,0,1,0,0,1,1,0,0,0,0,1,0,0
33.2,1567,66,10,12,1,0,1,0,0,1,1,0,0,0,0,1,0,0
67.7,1568,63,21,19,1,0,1,0,0,1,1,1,0,0,0,0,0,0
73.9,1569,75,19,21,1,0,1,0,1,0,1,0,0,0,0,0,1,0
73.6,1570,66,21,20,1,0,1,0,0,1,1,0,1,0,0,0,0,0
59.1,1571,53,20,17,1,0,1,0,1,0,1,1,0,0,0,0,0,0
75.5,1572,49,22,17,1,0,1,0,0,1,1,1,0,0,0,0,0,0
75.5,1573,57,24,19,1,0,1,0,1,0,1,1,0,0,0,0,0,0
49.2,1574,41,22,14,1,0,1,0,0,1,1,1,0,0,0,0,0,0
71.7,1575,42,20,19,1,0,1,0,0,1,1,1,0,0,0,0,0,0
86.7,1576,38,21,17,1,0,1,0,1,0,1,0,0,1,0,0,0,0
32,1578,72,1,10,1,0,1,0,1,0,1,0,0,0,0,0,1,0
24.2,1579,39,5,11,2,1,0,0,0,1,1,0,0,0,1,0,0,0
21.6,1580,38,15,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0
39.7,1581,55,17,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
82.5,1582,85,20,19,1,0,1,0,1,0,1,0,0,0,0,0,1,0
32.6,1583,32,18,15,1,0,1,0,1,0,1,1,0,0,0,0,0,0
38.8,1584,42,9,17,2,1,0,0,0,1,1,0,0,0,0,1,0,0
71.8,1585,35,20,14,1,0,1,0,1,0,1,1,0,0,0,0,0,0
12.6,1587,32,17,15,2,1,0,0,0,1,1,1,0,0,0,0,0,0
34.8,1588,67,21,19,1,0,1,0,0,1,0,0,1,0,0,0,0,0
37.6,1589,28,16,15,1,0,1,0,1,0,0,1,0,0,0,0,0,0
82.5,1590,59,21,15,1,0,1,0,0,1,0,1,0,0,0,0,0,0
27.2,1591,57,20,13,1,0,1,0,1,0,0,0,0,0,0,0,1,0
57.4,1592,51,20,14,1,0,1,0,1,0,0,0,0,0,0,0,1,0
62.9,1593,66,20,17,1,0,1,0,0,1,0,0,0,0,0,0,1,0
67.7,1594,35,24,15,1,0,1,0,1,0,0,1,0,0,0,0,0,0
36.9,1595,28,21,17,1,0,1,0,0,1,0,1,0,0,0,0,0,0
84.5,1596,52,25,21,1,0,1,0,0,1,1,1,0,0,0,0,0,0
75.2,1597,89,19,13,1,0,1,0,1,0,1,0,0,0,0,0,1,0
25.7,1598,69,18,13,1,0,1,0,0,1,1,0,0,0,0,0,1,0
34.7,1599,55,15,15,1,0,1,0,1,0,1,1,0,0,0,0,0,0
65.3,1600,48,21,14,1,0,1,0,1,0,1,1,0,0,0,0,0,0
67.7,1602,36,25,14,1,0,1,0,0,1,1,1,0,0,0,0,0,0
46.6,1603,66,16,13,1,0,1,0,0,1,1,1,0,0,0,0,0,0
37.6,1604,31,15,15,1,0,1,0,0,1,1,0,0,0,0,1,0,0
43.9,1606,48,8,15,1,0,1,0,0,1,1,0,0,0,0,1,0,0
20.1,1607,35,9,14,2,1,0,0,0,1,1,1,0,0,0,0,0,0
17.1,1608,59,9,11,3,0,0,1,0,1,1,0,0,0,1,0,0,0
20.7,1609,59,7,8,1,0,1,0,1,0,1,0,0,0,0,0,1,0
12.6,1610,35,15,13,3,0,0,1,0,1,1,0,0,0,0,1,0,0
69.3,1612,37,18,15,1,0,1,0,1,0,1,1,0,0,0,0,0,0
35.8,1614,61,23,15,1,0,1,0,1,0,1,1,0,0,0,0,0,0
39.7,1615,67,17,13,1,0,1,0,0,1,1,0,1,0,0,0,0,0
27,1616,80,15,13,1,0,1,0,0,1,1,0,0,0,0,0,1,0
45.3,1617,30,20,15,1,0,1,0,1,0,1,1,0,0,0,0,0,0
65.3,1618,56,20,18,2,1,0,0,0,1,1,1,0,0,0,0,0,0
38.1,1619,20,19,15,2,1,0,0,1,0,1,0,0,1,0,0,0,0
71.7,1620,53,21,17,1,0,1,0,0,1,1,0,1,0,0,0,0,0
13.6,1622,51,15,13,1,0,1,0,0,1,1,1,0,0,0,0,0,0
13.6,1623,29,20,11,1,0,1,0,0,1,1,0,0,0,0,1,0,0
43.9,1624,80,18,13,1,0,1,0,1,0,1,0,0,0,0,0,1,0
67.8,1625,67,12,17,1,0,1,0,0,1,1,0,1,0,0,0,0,0
77.3,1626,61,19,17,1,0,1,0,0,1,1,0,0,0,0,0,1,0
60.5,1627,58,20,13,1,0,1,0,0,1,1,0,0,0,0,1,0,0
21.6,1629,19,26,12,1,0,1,0,0,1,1,0,0,0,0,0,0,1
20.7,1630,25,18,13,2,1,0,0,1,0,0,1,0,0,0,0,0,0
14,1631,34,13,13,1,0,1,0,0,1,0,0,0,0,0,1,0,0
24.2,1632,37,21,13,2,1,0,0,0,1,0,1,0,0,0,0,0,0
46.6,1633,78,15,13,1,0,1,0,1,0,0,0,0,0,0,0,1,0
23.8,1634,62,20,14,1,0,1,0,1,0,0,0,0,0,0,0,1,0
43,1635,30,16,15,1,0,1,0,0,1,0,1,0,0,0,0,0,0
41.1,1637,45,19,19,1,0,1,0,0,1,0,1,0,0,0,0,0,0
52.5,1638,65,19,13,1,0,1,0,1,0,0,0,0,0,0,0,1,0
84.2,1639,68,9,9,1,0,1,0,0,1,0,0,0,0,0,0,1,0
45.4,1640,37,23,13,1,0,1,0,1,0,0,1,0,0,0,0,0,0
32,1641,63,16,9,1,0,1,0,1,0,0,0,0,0,0,1,0,0
28.7,1642,59,20,12,1,0,1,0,1,0,0,1,0,0,0,0,0,0
65.3,1643,80,23,17,1,0,1,0,1,0,0,0,0,0,0,0,1,0
58.6,1644,29,19,16,1,0,1,0,0,1,0,1,0,0,0,0,0,0
37.6,1645,57,16,15,1,0,1,0,0,1,0,0,1,0,0,0,0,0
80.9,1646,73,22,20,1,0,1,0,0,1,0,0,0,0,0,0,1,0
22.9,1647,75,18,13,1,0,1,0,1,0,0,0,0,0,0,0,1,0
52.3,1648,74,16,13,1,0,1,0,1,0,0,0,0,0,0,0,1,0
35.3,1649,86,20,14,1,0,1,0,0,1,0,0,0,0,0,0,1,0
35.3,1650,81,19,13,1,0,1,0,0,1,0,0,0,0,0,0,1,0
21.6,1651,69,17,10,1,0,1,0,0,1,0,0,1,0,0,0,0,0
20.7,1652,59,11,13,1,0,1,0,0,1,0,0,0,0,0,1,0,0
31.6,1654,68,18,13,1,0,1,0,1,0,0,0,1,0,0,0,0,0
66.4,1655,28,18,17,1,0,1,0,0,1,0,1,0,0,0,0,0,0
42.8,1656,62,11,13,1,0,1,0,1,0,0,0,0,0,0,0,1,0
37.6,1657,30,14,13,1,0,1,0,0,1,0,1,0,0,0,0,0,0
56.8,1658,30,13,15,1,0,1,0,0,1,0,1,0,0,0,0,0,0
63.1,1659,52,15,16,2,1,0,0,1,0,1,0,0,0,0,1,0,0
74.6,1660,50,24,19,1,0,1,0,0,1,1,0,0,0,0,1,0,0
33.9,1661,62,16,13,1,0,1,0,1,0,1,0,0,0,0,1,0,0
59.4,1662,46,22,17,3,0,0,1,0,1,1,0,1,0,0,0,0,0
45.3,1663,43,22,14,1,0,1,0,0,1,1,1,0,0,0,0,0,0
55.3,1664,27,16,17,1,0,1,0,1,0,1,1,0,0,0,0,0,0
65.1,1665,36,18,17,1,0,1,0,1,0,1,1,0,0,0,0,0,0
13.6,1666,26,5,14,1,0,1,0,1,0,1,1,0,0,0,0,0,0
84.5,1667,50,23,21,3,0,0,1,0,1,1,0,0,0,0,1,0,0
82.5,1669,27,13,19,1,0,1,0,1,0,1,1,0,0,0,0,0,0
19.6,1670,21,9,16,3,0,0,1,0,1,1,0,1,0,0,0,0,0
24.1,1671,23,10,17,1,0,1,0,0,1,1,1,0,0,0,0,0,0
84.5,1672,67,16,17,1,0,1,0,0,1,1,0,1,0,0,0,0,0
23.3,1675,39,16,13,1,0,1,0,0,1,1,1,0,0,0,0,0,0
39.7,1676,47,18,17,3,0,0,1,0,1,1,1,0,0,0,0,0,0
12.6,1677,30,15,14,1,0,1,0,0,1,1,1,0,0,0,0,0,0
59.4,1678,52,20,19,1,0,1,0,1,0,1,1,0,0,0,0,0,0
84.5,1680,66,23,21,1,0,1,0,1,0,1,0,0,0,0,0,1,0
25.2,1681,60,15,11,1,0,1,0,1,0,1,0,1,0,0,0,0,0
60.1,1682,31,11,16,1,0,1,0,0,1,1,0,1,0,0,0,0,0
75.5,1683,68,25,17,1,0,1,0,0,1,1,0,0,0,0,0,1,0
77.2,1685,38,17,18,1,0,1,0,1,0,0,1,0,0,0,0,0,0
18.6,1686,81,14,13,1,0,1,0,1,0,0,0,1,0,0,0,0,0
75.5,1687,56,22,13,1,0,1,0,0,1,0,1,0,0,0,0,0,0
25.2,1688,42,16,13,1,0,1,0,1,0,0,1,0,0,0,0,0,0
38.8,1689,73,19,14,1,0,1,0,0,1,0,0,0,0,0,0,1,0
14,1690,24,13,13,2,1,0,0,0,1,1,0,1,0,0,0,0,0
82.4,1691,26,21,17,1,0,1,0,0,1,1,1,0,0,0,0,0,0
52,1692,50,19,17,2,1,0,0,0,1,1,1,0,0,0,0,0,0
58.4,1696,60,20,13,2,1,0,0,0,1,1,1,0,0,0,0,0,0
39.7,1697,84,2,13,1,0,1,0,0,1,1,0,0,0,0,0,1,0
24.2,1698,33,14,15,1,0,1,0,0,1,1,0,0,0,0,1,0,0
43,1699,40,21,12,2,1,0,0,0,1,1,1,0,0,0,0,0,0
41.1,1700,59,20,17,2,1,0,0,0,1,1,1,0,0,0,0,0,0
34.4,1703,48,19,10,1,0,1,0,0,1,1,1,0,0,0,0,0,0
71.8,1704,54,19,16,2,1,0,0,0,1,1,0,0,0,1,0,0,0
82.5,1705,41,20,19,2,1,0,0,0,1,1,0,0,0,0,1,0,0
46.6,1706,34,18,17,1,0,1,0,1,0,1,1,0,0,0,0,0,0
64.5,1709,32,20,15,1,0,1,0,0,1,1,0,0,0,1,0,0,0
67.7,1710,64,22,15,1,0,1,0,1,0,1,1,0,0,0,0,0,0
32,1711,41,22,13,2,1,0,0,1,0,1,0,0,1,0,0,0,0
38.8,1712,80,13,14,1,0,1,0,0,1,1,0,0,0,0,0,1,0
43.9,1714,28,22,13,2,1,0,0,1,0,1,1,0,0,0,0,0,0
41.1,1715,41,12,17,1,0,1,0,0,1,1,1,0,0,0,0,0,0
82.5,1717,45,19,17,2,1,0,0,0,1,1,0,0,1,0,0,0,0
45.1,1718,35,17,15,2,1,0,0,0,1,1,1,0,0,0,0,0,0
24.2,1719,51,14,13,2,1,0,0,0,1,0,0,0,0,1,0,0,0
20.7,1720,76,9,7,1,0,1,0,1,0,0,0,0,0,0,0,1,0
24.1,1721,26,9,13,2,1,0,0,0,1,0,1,0,0,0,0,0,0
12.6,1722,31,2,13,2,1,0,0,0,1,0,0,0,0,0,1,0,0
23.8,1723,62,15,13,2,1,0,0,1,0,0,1,0,0,0,0,0,0
13.6,1724,19,3,13,2,1,0,0,1,0,0,0,0,0,0,0,0,1
21.6,1725,18,16,13,2,1,0,0,0,1,0,0,1,0,0,0,0,0
38.8,1726,55,18,15,2,1,0,0,0,1,1,1,0,0,0,0,0,0
27,1727,52,9,13,2,1,0,0,0,1,1,0,0,0,0,0,1,0
43.5,1728,59,19,13,2,1,0,0,1,0,1,0,0,0,0,0,1,0
39.7,1730,31,11,15,2,1,0,0,0,1,1,1,0,0,0,0,0,0
26.1,1731,58,13,15,2,1,0,0,1,0,1,0,0,0,0,0,1,0
20.7,1732,58,5,13,1,0,1,0,1,0,1,0,1,0,0,0,0,0
69.4,1734,76,18,16,2,1,0,0,0,1,1,0,0,0,0,0,1,0
32,1736,72,21,9,1,0,1,0,1,0,1,0,0,0,0,0,1,0
59.8,1737,58,22,13,1,0,1,0,0,1,1,1,0,0,0,0,0,0
80.9,1739,69,23,18,1,0,1,0,0,1,1,0,0,0,0,0,1,0
74.6,1740,52,24,17,1,0,1,0,0,1,1,1,0,0,0,0,0,0
73.2,1741,65,19,13,1,0,1,0,0,1,1,0,0,0,0,0,1,0
32,1742,63,19,14,1,0,1,0,1,0,1,0,0,0,0,0,1,0
69.4,1743,49,14,13,2,1,0,0,1,0,1,0,0,1,0,0,0,0
50.4,1744,76,26,16,1,0,1,0,1,0,1,0,0,0,0,0,1,0
39.7,1745,65,16,7,1,0,1,0,1,0,1,1,0,0,0,0,0,0
54.6,1746,28,22,17,1,0,1,0,1,0,1,1,0,0,0,0,0,0
20.1,1747,82,15,14,1,0,1,0,0,1,1,0,0,0,0,0,1,0
25,1748,49,17,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
62.9,1749,33,16,19,2,1,0,0,1,0,1,1,0,0,0,0,0,0
52.3,1750,60,4,15,1,0,1,0,1,0,1,0,0,0,1,0,0,0
39.7,1751,69,17,15,1,0,1,0,0,1,1,0,0,0,0,1,0,0
37.6,1752,39,15,15,2,1,0,0,0,1,1,1,0,0,0,0,0,0
73.5,1753,37,15,17,2,1,0,0,0,1,1,1,0,0,0,0,0,0
37.6,1754,44,17,15,2,1,0,0,0,1,1,0,0,0,0,1,0,0
71.8,1755,36,22,17,1,0,1,0,0,1,1,1,0,0,0,0,0,0
25.2,1756,43,7,15,3,0,0,1,1,0,1,0,0,0,0,1,0,0
24.1,1757,44,17,13,2,1,0,0,1,0,1,1,0,0,0,0,0,0
